Order Date,Sales,year,month,day,day_of_week,quarter,sales_lag1,rolling_mean_7
2017-03-05,1240.02,2017,3,5,6,1,228.822,705.2417142857137
2017-03-06,778.236,2017,3,6,0,1,1240.02,816.4182857142852
2017-03-07,166.59,2017,3,7,1,1,778.236,837.6997142857136
2017-03-08,843.1,2017,3,8,2,1,166.59,958.1425714285708
2017-03-09,710.804,2017,3,9,3,1,843.1,852.5251428571422
2017-03-10,1252.952,2017,3,10,4,1,710.804,745.7891428571423
2017-03-11,1973.708,2017,3,11,5,1,1252.952,995.0585714285709
2017-03-12,353.28,2017,3,12,6,1,1973.708,868.381428571428
2017-03-13,4791.35,2017,3,13,0,1,353.28,1441.683428571428
2017-03-14,49.616,2017,3,14,1,1,4791.35,1424.9728571428568
2017-03-15,0.0,2017,3,15,2,1,49.616,1304.5299999999995
2017-03-16,2014.381,2017,3,16,3,1,0.0,1490.7552857142855
2017-03-17,542.746,2017,3,17,4,1,2014.381,1389.2972857142852
2017-03-18,1027.758,2017,3,18,5,1,542.746,1254.161571428571
2017-03-19,2166.248,2017,3,19,6,1,1027.758,1513.1569999999995
2017-03-20,899.568,2017,3,20,0,1,2166.248,957.1881428571423
2017-03-21,3332.636,2017,3,21,1,1,899.568,1426.1909999999993
2017-03-22,0.0,2017,3,22,2,1,3332.636,1426.1909999999993
2017-03-23,14816.068,2017,3,23,3,1,0.0,3255.003428571428
2017-03-24,1257.298,2017,3,24,4,1,14816.068,3357.082285714285
2017-03-25,3567.026,2017,3,25,5,1,1257.298,3719.8348571428564
2017-03-26,3252.88,2017,3,26,6,1,3567.026,3875.0679999999993
2017-03-27,2933.516,2017,3,27,0,1,3252.88,4165.632
2017-03-28,1504.702,2017,3,28,1,1,2933.516,3904.49857142857
2017-03-29,81.4,2017,3,29,2,1,1504.702,3916.1271428571417
2017-03-30,656.407,2017,3,30,3,1,81.4,1893.3184285714276
2017-03-31,4981.010799999999,2017,3,31,4,1,656.407,2425.277399999999
2017-04-01,5972.988,2017,4,1,5,2,4981.010799999999,2768.9862571428566
2017-04-02,822.97,2017,4,2,6,2,5972.988,2421.856257142856
2017-04-03,32.528,2017,4,3,0,2,822.97,2007.4293999999993
2017-04-04,808.47,2017,4,4,1,2,32.528,1907.9676857142847
2017-04-05,0.0,2017,4,5,2,2,808.47,1896.3391142857133
2017-04-06,114.41999999999999,2017,4,6,3,2,0.0,1818.9123999999993
2017-04-07,1971.2905,2017,4,7,4,2,114.41999999999999,1388.9523571428565
2017-04-08,6401.93,2017,4,8,5,2,1971.2905,1450.229785714285
2017-04-09,1626.71,2017,4,9,6,2,6401.93,1565.0497857142852
2017-04-10,755.529,2017,4,10,0,2,1626.71,1668.3356428571421
2017-04-11,319.806,2017,4,11,1,2,755.529,1598.5264999999993
2017-04-12,69.66,2017,4,12,2,2,319.806,1608.4779285714278
2017-04-13,1345.8239999999998,2017,4,13,3,2,69.66,1784.3927857142849
2017-04-14,652.93,2017,4,14,4,2,1345.8239999999998,1596.0555714285706
2017-04-15,332.338,2017,4,15,5,2,652.93,728.9709999999992
2017-04-16,944.429,2017,4,16,6,2,332.338,631.5022857142849
2017-04-17,3431.4590000000003,2017,4,17,0,2,944.429,1013.7779999999992
2017-04-18,0.0,2017,4,18,1,2,3431.4590000000003,968.0914285714279
2017-04-19,0.0,2017,4,19,2,2,0.0,958.1399999999992
2017-04-20,2033.24,2017,4,20,3,2,0.0,1056.3422857142848
2017-04-21,1254.564,2017,4,21,4,2,2033.24,1142.2899999999993
2017-04-22,947.692,2017,4,22,5,2,1254.564,1230.1977142857136
2017-04-23,1199.222,2017,4,23,6,2,947.692,1266.5967142857135
2017-04-24,928.558,2017,4,24,0,2,1199.222,909.0394285714277
2017-04-25,678.113,2017,4,25,1,2,928.558,1005.9127142857135
2017-04-26,61.608000000000004,2017,4,26,2,2,678.113,1014.7138571428565
2017-04-27,576.5756,2017,4,27,3,2,61.608000000000004,806.6189428571422
2017-04-28,795.296,2017,4,28,4,2,576.5756,741.0092285714278
2017-04-29,1053.26,2017,4,29,5,2,795.296,756.0903714285706
2017-04-30,1390.1260000000002,2017,4,30,6,2,1053.26,783.3623714285707
2017-05-01,4108.37,2017,5,1,0,2,1390.1260000000002,1237.6212285714278
2017-05-02,399.11,2017,5,2,1,2,4108.37,1197.7636571428563
2017-05-03,1386.346,2017,5,3,2,2,399.11,1387.011942857142
2017-05-04,1389.4050000000002,2017,5,4,3,2,1386.346,1503.130428571428
2017-05-05,185.123,2017,5,5,4,2,1389.4050000000002,1415.9628571428564
2017-05-06,3183.3698,2017,5,6,5,2,185.123,1720.2642571428564
2017-05-07,2549.468,2017,5,7,6,2,3183.3698,1885.884542857142
2017-05-08,3658.5540000000005,2017,5,8,0,2,2549.468,1821.6251142857134
2017-05-09,1078.222,2017,5,9,1,2,3658.5540000000005,1918.6411142857137
2017-05-10,0.0,2017,5,10,2,2,1078.222,1720.5916857142852
2017-05-11,449.469,2017,5,11,3,2,0.0,1586.3151142857134
2017-05-12,970.384,2017,5,12,4,2,449.469,1698.4952571428564
2017-05-13,3066.378,2017,5,13,5,2,970.384,1681.7821428571422
2017-05-14,4182.062,2017,5,14,6,2,3066.378,1915.0098571428566
2017-05-15,421.264,2017,5,15,0,2,4182.062,1452.5398571428564
2017-05-16,221.024,2017,5,16,1,2,421.264,1330.0829999999992
2017-05-17,0.0,2017,5,17,2,2,221.024,1330.0829999999992
2017-05-18,1830.508,2017,5,18,3,2,0.0,1527.374285714285
2017-05-19,4919.182,2017,5,19,4,2,1830.508,2091.4882857142848
2017-05-20,2997.578,2017,5,20,5,2,4919.182,2081.6597142857136
2017-05-21,538.02,2017,5,21,6,2,2997.578,1561.0822857142848
2017-05-22,336.56199999999995,2017,5,22,0,2,538.02,1548.9819999999995
2017-05-23,241.436,2017,5,23,1,2,336.56199999999995,1551.8979999999992
2017-05-24,0.0,2017,5,24,2,2,241.436,1551.8979999999992
2017-05-25,886.026,2017,5,25,3,2,0.0,1416.9719999999993
2017-05-26,270.24,2017,5,26,4,2,886.026,752.8374285714278
2017-05-27,2084.908,2017,5,27,5,2,270.24,622.4559999999991
2017-05-28,1480.103,2017,5,28,6,2,2084.908,757.0392857142849
2017-05-29,691.108,2017,5,29,0,2,1480.103,807.6887142857134
2017-05-30,736.8904,2017,5,30,1,2,691.108,878.4679142857136
2017-05-31,0.0,2017,5,31,2,2,736.8904,878.4679142857136
2017-06-01,5058.362,2017,6,1,3,2,0.0,1474.5159142857135
2017-06-02,135.70600000000002,2017,6,2,4,2,5058.362,1455.2967714285708
2017-06-03,2952.036,2017,6,3,5,2,135.70600000000002,1579.1721999999993
2017-06-04,279.414,2017,6,4,6,2,2952.036,1407.6451999999992
2017-06-05,491.11199999999997,2017,6,5,0,2,279.414,1379.0743428571423
2017-06-06,31.349999999999998,2017,6,6,1,2,491.11199999999997,1278.2828571428563
2017-06-07,0.0,2017,6,7,2,2,31.349999999999998,1278.2828571428563
2017-06-08,2227.038,2017,6,8,3,2,0.0,873.8079999999991
2017-06-09,939.1329999999999,2017,6,9,4,2,2227.038,988.5832857142848
2017-06-10,2513.3430000000003,2017,6,10,5,2,939.1329999999999,925.9128571428563
2017-06-11,1580.894,2017,6,11,6,2,2513.3430000000003,1111.8385714285705
2017-06-12,1679.968,2017,6,12,0,2,1580.894,1281.675142857142
2017-06-13,1156.018,2017,6,13,1,2,1679.968,1442.341999999999
2017-06-14,0.0,2017,6,14,2,2,1156.018,1442.341999999999
2017-06-15,4057.51,2017,6,15,3,2,0.0,1703.8379999999993
2017-06-16,2724.194,2017,6,16,4,2,4057.51,1958.8467142857135
2017-06-17,3896.672,2017,6,17,5,2,2724.194,2156.465142857142
2017-06-18,1031.1555,2017,6,18,6,2,3896.672,2077.9310714285702
2017-06-19,2115.941,2017,6,19,0,2,1031.1555,2140.2129285714277
2017-06-20,1028.228,2017,6,20,1,2,2115.941,2121.9572142857137
2017-06-21,595.656,2017,6,21,2,2,1028.228,2207.050928571428
2017-06-22,579.019,2017,6,22,3,2,595.656,1710.1236428571422
2017-06-23,0.0,2017,6,23,4,2,579.019,1320.9530714285704
2017-06-24,1287.614,2017,6,24,5,2,0.0,948.2304999999991
2017-06-25,1508.3519999999999,2017,6,25,6,2,1287.614,1016.4014285714276
2017-06-26,4224.136,2017,6,26,0,2,1508.3519999999999,1317.572142857142
2017-06-27,1644.906,2017,6,27,1,2,4224.136,1405.6689999999992
2017-06-28,0.0,2017,6,28,2,2,1644.906,1320.575285714285
2017-06-29,4521.9912,2017,6,29,3,2,0.0,1883.857028571428
2017-06-30,4721.977,2017,6,30,4,2,4521.9912,2558.4251714285706
2017-07-01,639.83,2017,7,1,5,3,4721.977,2465.884599999999
2017-07-02,169.192,2017,7,2,6,3,639.83,2274.5760285714277
2017-07-03,6963.4039999999995,2017,7,3,0,3,169.192,2665.900028571428
2017-07-04,0.0,2017,7,4,1,3,6963.4039999999995,2430.9134571428563
2017-07-05,476.35400000000004,2017,7,5,2,3,0.0,2498.9640285714277
2017-07-06,380.37800000000004,2017,7,6,3,3,476.35400000000004,1907.304999999999
2017-07-07,1620.25,2017,7,7,4,3,380.37800000000004,1464.2011428571418
2017-07-08,1980.2640000000001,2017,7,8,5,3,1620.25,1655.6917142857133
2017-07-09,1671.214,2017,7,9,6,3,1980.2640000000001,1870.2662857142848
2017-07-10,359.21399999999994,2017,7,10,0,3,1671.214,926.8105714285705
2017-07-11,1728.892,2017,7,11,1,3,359.21399999999994,1173.7951428571419
2017-07-12,3.816,2017,7,12,2,3,1728.892,1106.2897142857132
2017-07-13,504.542,2017,7,13,3,3,3.816,1124.0274285714277
2017-07-14,3598.9339999999997,2017,7,14,4,3,504.542,1406.6965714285705
2017-07-15,2132.229,2017,7,15,5,3,3598.9339999999997,1428.4058571428561
2017-07-16,316.636,2017,7,16,6,3,2132.229,1234.8947142857135
2017-07-17,2191.873,2017,7,17,0,3,316.636,1496.703142857142
2017-07-18,2106.794,2017,7,18,1,3,2191.873,1550.6891428571419
2017-07-19,0.0,2017,7,19,2,3,2106.794,1550.1439999999989
2017-07-20,2283.208,2017,7,20,3,3,0.0,1804.239142857142
2017-07-21,3685.944,2017,7,21,4,3,2283.208,1816.6691428571419
2017-07-22,556.3140000000001,2017,7,22,5,3,3685.944,1591.5384285714279
2017-07-23,898.188,2017,7,23,6,3,556.3140000000001,1674.617285714285
2017-07-24,2399.96,2017,7,24,0,3,898.188,1704.343999999999
2017-07-25,798.742,2017,7,25,1,3,2399.96,1517.4794285714277
2017-07-26,2012.3020000000001,2017,7,26,2,3,798.742,1804.9511428571418
2017-07-27,1142.68,2017,7,27,3,3,2012.3020000000001,1642.0185714285706
2017-07-28,1170.5639999999999,2017,7,28,4,3,1142.68,1282.6785714285704
2017-07-29,1391.294,2017,7,29,5,3,1170.5639999999999,1401.9614285714276
2017-07-30,523.376,2017,7,30,6,3,1391.294,1348.4168571428563
2017-07-31,1558.028,2017,7,31,0,3,523.376,1228.1408571428562
2017-08-01,2085.65,2017,8,1,1,3,1558.028,1411.984857142856
2017-08-02,0.0,2017,8,2,2,3,2085.65,1124.513142857142
2017-08-03,531.348,2017,8,3,3,3,0.0,1037.179999999999
2017-08-04,20.07,2017,8,4,4,3,531.348,872.8237142857133
2017-08-05,503.676,2017,8,5,5,3,20.07,746.021142857142
2017-08-06,1424.026,2017,8,6,6,3,503.676,874.6854285714277
2017-08-07,3479.624,2017,8,7,0,3,1424.026,1149.1991428571419
2017-08-08,0.0,2017,8,8,1,3,3479.624,851.2491428571419
2017-08-09,0.0,2017,8,9,2,3,0.0,851.2491428571419
2017-08-10,1823.0700000000002,2017,8,10,3,3,0.0,1035.7808571428561
2017-08-11,708.726,2017,8,11,4,3,1823.0700000000002,1134.1602857142848
2017-08-12,3693.084,2017,8,12,5,3,708.726,1589.789999999999
2017-08-13,2643.164,2017,8,13,6,3,3693.084,1763.9525714285705
2017-08-14,440.736,2017,8,14,0,3,2643.164,1329.8257142857133
2017-08-15,1949.872,2017,8,15,1,3,440.736,1608.3788571428563
2017-08-16,80.564,2017,8,16,2,3,1949.872,1619.8879999999992
2017-08-17,9517.287999999999,2017,8,17,3,3,80.564,2719.061999999999
2017-08-18,7078.4839999999995,2017,8,18,4,3,9517.287999999999,3629.027428571428
2017-08-19,512.446,2017,8,19,5,3,7078.4839999999995,3174.6505714285704
2017-08-20,692.95,2017,8,20,6,3,512.446,2896.0485714285705
2017-08-21,8551.054,2017,8,21,0,3,692.95,4054.665428571428
2017-08-22,524.54,2017,8,22,1,3,8551.054,3851.04657142857
2017-08-23,4590.344,2017,8,23,2,3,524.54,4495.300857142856
2017-08-24,685.0560000000002,2017,8,24,3,3,4590.344,3233.5534285714275
2017-08-25,361.988,2017,8,25,4,3,685.0560000000002,2274.053999999999
2017-08-26,190.66,2017,8,26,5,3,361.988,2228.0845714285706
2017-08-27,6190.538,2017,8,27,6,3,190.66,3013.4542857142847
2017-08-28,1443.6319999999998,2017,8,28,0,3,6190.538,1998.1082857142849
2017-08-29,235.46800000000002,2017,8,29,1,3,1443.6319999999998,1956.8122857142846
2017-08-30,0.0,2017,8,30,2,3,235.46800000000002,1301.0488571428561
2017-08-31,3162.83,2017,8,31,3,3,0.0,1655.0165714285704
2017-09-01,1261.81,2017,9,1,4,3,3162.83,1783.5625714285707
2017-09-02,9354.854,2017,9,2,5,3,1261.81,3092.733142857142
2017-09-03,1595.849,2017,9,3,6,3,9354.854,2436.348999999999
2017-09-04,5360.202,2017,9,4,0,3,1595.849,2995.8589999999995
2017-09-05,327.044,2017,9,5,1,3,5360.202,3008.9412857142847
2017-09-06,0.0,2017,9,6,2,3,327.044,3008.9412857142847
2017-09-07,3848.565,2017,9,7,3,3,0.0,3106.9034285714283
2017-09-08,2184.327,2017,9,8,4,3,3848.565,3238.6915714285706
2017-09-09,4356.061,2017,9,9,5,3,2184.327,2524.578285714285
2017-09-10,2506.646,2017,9,10,6,3,4356.061,2654.692142857142
2017-09-11,5564.006,2017,9,11,0,3,2506.646,2683.8069999999993
2017-09-12,491.54999999999995,2017,9,12,1,3,5564.006,2707.3078571428564
2017-09-13,15.92,2017,9,13,2,3,491.54999999999995,2709.5821428571426
2017-09-14,4367.347,2017,9,14,3,3,15.92,2783.693857142857
2017-09-15,7285.026,2017,9,15,4,3,4367.347,3512.365142857142
2017-09-16,849.65,2017,9,16,5,3,7285.026,3011.4492857142855
2017-09-17,4979.226,2017,9,17,6,3,849.65,3364.6749999999993
2017-09-18,1511.93,2017,9,18,0,3,4979.226,2785.8069999999993
2017-09-19,1648.188,2017,9,19,1,3,1511.93,2951.040999999999
2017-09-20,7359.918,2017,9,20,2,3,1648.188,4000.1835714285703
2017-09-21,338.172,2017,9,21,3,3,7359.918,3424.5871428571418
2017-09-22,7871.213,2017,9,22,4,3,338.172,3508.3281428571418
2017-09-23,2395.786,2017,9,23,5,3,7871.213,3729.204714285714
2017-09-24,6450.4619999999995,2017,9,24,6,3,2395.786,3939.381285714285
2017-09-25,1412.213,2017,9,25,0,3,6450.4619999999995,3925.1359999999995
2017-09-26,1486.576,2017,9,26,1,3,1412.213,3902.0485714285705
2017-09-27,0.0,2017,9,27,2,3,1486.576,2850.631714285713
2017-09-28,559.271,2017,9,28,3,3,0.0,2882.2172857142846
2017-09-29,1944.08,2017,9,29,4,3,559.271,2035.483999999999
2017-09-30,540.76,2017,9,30,5,3,1944.08,1770.4802857142847
2017-10-01,2978.466,2017,10,1,6,4,540.76,1274.4808571428564
2017-10-02,5418.022,2017,10,2,0,4,2978.466,1846.7392857142852
2017-10-03,2504.48,2017,10,3,1,4,5418.022,1992.154142857142
2017-10-04,19.98,2017,10,4,2,4,2504.48,1995.0084285714277
2017-10-05,6684.616,2017,10,5,3,4,19.98,2870.0577142857137
2017-10-06,1499.652,2017,10,6,4,4,6684.616,2806.5679999999993
2017-10-07,2749.21,2017,10,7,5,4,1499.652,3122.0608571428565
2017-10-08,608.356,2017,10,8,6,4,2749.21,2783.4737142857134
2017-10-09,1496.589,2017,10,9,0,4,608.356,2223.2689999999993
2017-10-10,239.358,2017,10,10,1,4,1496.589,1899.680142857142
2017-10-11,0.0,2017,10,11,2,4,239.358,1896.8258571428564
2017-10-12,5635.354,2017,10,12,3,4,0.0,1746.931285714285
2017-10-13,8405.802,2017,10,13,4,4,5635.354,2733.524142857142
2017-10-14,134.332,2017,10,14,5,4,8405.802,2359.970142857142
2017-10-15,1017.94,2017,10,15,6,4,134.332,2418.4821428571418
2017-10-16,3473.5969999999998,2017,10,16,0,4,1017.94,2700.911857142856
2017-10-17,126.352,2017,10,17,1,4,3473.5969999999998,2684.768142857142
2017-10-18,0.0,2017,10,18,2,4,126.352,2684.768142857142
2017-10-19,2781.8702000000003,2017,10,19,3,4,0.0,2277.1275999999993
2017-10-20,1333.858,2017,10,20,4,4,2781.8702000000003,1266.8498857142847
2017-10-21,4537.201,2017,10,21,5,4,1333.858,1895.8311714285705
2017-10-22,15158.877,2017,10,22,6,4,4537.201,3915.9650285714274
2017-10-23,3352.3940000000002,2017,10,23,0,4,15158.877,3898.650314285714
2017-10-24,529.0849999999999,2017,10,24,1,4,3352.3940000000002,3956.1835999999994
2017-10-25,0.0,2017,10,25,2,4,529.0849999999999,3956.1835999999994
2017-10-26,999.868,2017,10,26,3,4,0.0,3701.6118571428565
2017-10-27,1086.32,2017,10,27,4,4,999.868,3666.249285714285
2017-10-28,408.726,2017,10,28,5,4,1086.32,3076.4671428571423
2017-10-29,46.96,2017,10,29,6,4,408.726,917.6218571428564
2017-10-30,4025.7299999999996,2017,10,30,0,4,46.96,1013.8127142857135
2017-10-31,523.928,2017,10,31,1,4,4025.7299999999996,1013.0759999999991
2017-11-01,2921.43,2017,11,1,2,4,523.928,1430.423142857142
2017-11-02,6294.386,2017,11,2,3,4,2921.43,2186.7828571428563
2017-11-03,4536.937,2017,11,3,4,4,6294.386,2679.728142857142
2017-11-04,10668.096,2017,11,4,5,4,4536.937,4145.352428571428
2017-11-05,2355.064,2017,11,5,6,4,10668.096,4475.08157142857
2017-11-06,4288.75,2017,11,6,0,4,2355.064,4512.655857142856
2017-11-07,2413.378,2017,11,7,1,4,4288.75,4782.577285714285
2017-11-08,384.1,2017,11,8,2,4,2413.378,4420.10157142857
2017-11-09,4751.492,2017,11,9,3,4,384.1,4199.688142857142
2017-11-10,4007.5480000000002,2017,11,10,4,4,4751.492,4124.061142857142
2017-11-11,1815.2179999999998,2017,11,11,5,4,4007.5480000000002,2859.364285714285
2017-11-12,2911.386,2017,11,12,6,4,1815.2179999999998,2938.8388571428563
2017-11-13,6633.4202000000005,2017,11,13,0,4,2911.386,3273.7917428571423
2017-11-14,834.6579999999999,2017,11,14,1,4,6633.4202000000005,3048.260314285714
2017-11-15,559.2,2017,11,15,2,4,834.6579999999999,3073.2745999999997
2017-11-16,4755.234,2017,11,16,3,4,559.2,3073.8091714285706
2017-11-17,13694.8828,2017,11,17,4,4,4755.234,4457.714142857142
2017-11-18,1469.756,2017,11,18,5,4,13694.8828,4408.362428571428
2017-11-19,7397.272,2017,11,19,6,4,1469.756,5049.203285714285
2017-11-20,2988.274,2017,11,20,0,4,7397.272,4528.468114285713
2017-11-21,2236.1839999999997,2017,11,21,1,4,2988.274,4728.686114285714
2017-11-22,35.712,2017,11,22,2,4,2236.1839999999997,4653.902114285714
2017-11-23,1153.109,2017,11,23,3,4,35.712,4139.312828571428
2017-11-24,4959.641,2017,11,24,4,4,1153.109,2891.4211428571425
2017-11-25,3666.157,2017,11,25,5,4,4959.641,3205.1927142857135
2017-11-26,5048.1720000000005,2017,11,26,6,4,3666.157,2869.6069999999995
2017-11-27,1618.254,2017,11,27,0,4,5048.1720000000005,2673.8898571428567
2017-11-28,6912.944,2017,11,28,1,4,1618.254,3341.998428571428
2017-11-29,491.888,2017,11,29,2,4,6912.944,3407.1664285714282
2017-11-30,6645.282,2017,11,30,3,4,491.888,4191.7625714285705
2017-12-01,5331.178,2017,12,1,4,4,6645.282,4244.839285714285
2017-12-02,9951.182,2017,12,2,5,4,5331.178,5142.7
2017-12-03,1403.842,2017,12,3,6,4,9951.182,4622.081428571428
2017-12-04,2639.638,2017,12,4,0,4,1403.842,4767.993428571428
2017-12-05,1453.136,2017,12,5,1,4,2639.638,3988.0208571428566
2017-12-06,10.68,2017,12,6,2,4,1453.136,3919.276857142857
2017-12-07,2916.514,2017,12,7,3,4,10.68,3386.5957142857137
2017-12-08,7643.041,2017,12,8,4,4,2916.514,3716.861857142857
2017-12-09,5470.39,2017,12,9,5,4,7643.041,3076.748714285714
2017-12-10,3873.5589999999997,2017,12,10,6,4,5470.39,3429.5654285714277
2017-12-11,2823.965,2017,12,11,0,4,3873.5589999999997,3455.8978571428565
2017-12-12,0.0,2017,12,12,1,4,2823.965,3248.307
2017-12-13,580.936,2017,12,13,2,4,0.0,3329.7721428571426
2017-12-14,3897.714,2017,12,14,3,4,580.936,3469.943571428571
2017-12-15,306.88800000000003,2017,12,15,4,4,3897.714,2421.9217142857137
2017-12-16,858.702,2017,12,16,5,4,306.88800000000003,1763.1091428571422
2017-12-17,2027.758,2017,12,17,6,4,858.702,1499.4232857142852
2017-12-18,3645.911,2017,12,18,0,4,2027.758,1616.8441428571423
2017-12-19,1895.926,2017,12,19,1,4,3645.911,1887.6907142857137
2017-12-20,377.736,2017,12,20,2,4,1895.926,1858.6621428571423
2017-12-21,2140.94,2017,12,21,3,4,377.736,1607.6944285714283
2017-12-22,7442.021,2017,12,22,4,4,2140.94,2626.999142857142
2017-12-23,1926.776,2017,12,23,5,4,7442.021,2779.581142857143
2017-12-24,6233.054,2017,12,24,6,4,1926.776,3380.3377142857134
2017-12-25,2698.927,2017,12,25,0,4,6233.054,3245.0542857142855
2017-12-26,814.5939999999999,2017,12,26,1,4,2698.927,3090.578285714285
2017-12-27,177.636,2017,12,27,2,4,814.5939999999999,3061.992571428571
2017-12-28,1657.3508000000002,2017,12,28,3,4,177.636,2992.9084
2017-12-29,2915.534,2017,12,29,4,4,1657.3508000000002,2346.2673999999997
2017-12-30,713.7900000000001,2017,12,30,5,4,2915.534,2172.983685714285
